epoch,train_loss,val_loss
1,0.039418800842225495,0.03306866930104938
2,0.030652824885532476,0.029289365193688105
3,0.02642887821775106,0.02610312953825061
4,0.02360243316984108,0.024956136819747732
5,0.02144367317808429,0.025442527810157007
6,0.020134883119420844,0.025177101022379484
7,0.019139048973560002,0.025237187872987028
