epoch,train_loss,val_loss
1,19.731001159139524,19.657896808912312
2,19.721015630299632,19.655240354568264
3,19.725568944000837,19.654666958349473
4,19.7220936939136,19.6555554547484
5,19.71991495503197,19.654699031293084
6,19.718960141839585,19.655051061660547
