epoch,train_loss,val_loss
1,0.17368034290277304,0.15039024165043385
2,0.1331209384559256,0.13538916362680245
3,0.11791217666258486,0.12582833549644787
4,0.1075257214061033,0.12698721732010076
5,0.10043435638383146,0.11924519671015676
6,0.09430806778546189,0.11932197544537397
7,0.08947107923652073,0.1178715548728035
8,0.08517323286144465,0.11816795779248741
9,0.08193161216467341,0.12348705790074459
10,0.07910157280200165,0.12081607146680104
